date,product,category,region,sales_channel,quantity,unit_price,revenue,cost,profit
2025-09-18,Wireless Mouse,Electronics,South,Wholesale,13,42.28,549.64,219.86,329.78
2025-09-18,Water Purifier,Appliances,West,B2B,15,224.97,3374.55,1856.0,1518.55
2025-09-18,Desk Lamp,Furniture,West,Online,13,47.58,618.54,216.49,402.05
2025-09-18,Headset Pro,Accessories,North,Online,17,162.35,2759.95,1324.78,1435.17
2025-09-18,Office Chair,Furniture,West,Online,23,270.95,6231.85,3427.52,2804.33
2025-09-18,Notebook Pack,Stationery,East,Online,23,13.78,316.94,95.08,221.86
2025-09-18,Water Purifier,Appliances,East,B2B,8,225.66,1805.28,992.9,812.38
2025-09-19,Printer Paper,Stationery,Central,B2B,5,12.92,64.6,16.15,48.45
2025-09-19,Laptop Pro,Electronics,Central,Wholesale,4,1226.13,4904.52,3187.94,1716.58
2025-09-19,Coffee Machine,Appliances,South,Online,15,187.19,2807.85,1460.08,1347.77
2025-09-19,Whiteboard,Stationery,West,Retail,18,39.97,719.46,287.78,431.68
2025-09-19,USB-C Hub,Electronics,East,Online,23,55.6,1278.8,575.46,703.34
2025-09-19,Water Purifier,Appliances,South,Retail,16,303.46,4855.36,2670.45,2184.91
2025-09-19,Wireless Mouse,Electronics,South,Online,20,35.16,703.2,281.28,421.92
2025-09-19,Printer Paper,Stationery,West,B2B,23,23.01,529.23,132.31,396.92
2025-09-20,Headset Pro,Accessories,Central,Wholesale,4,112.7,450.8,216.38,234.42
2025-09-20,Headset Pro,Accessories,North,Online,11,153.29,1686.19,809.37,876.82
2025-09-20,USB-C Hub,Electronics,South,Wholesale,21,57.66,1210.86,544.89,665.97
2025-09-20,Headset Pro,Accessories,West,Wholesale,7,94.6,662.2,317.86,344.34
2025-09-20,Notebook Pack,Stationery,East,Wholesale,4,7.85,31.4,9.42,21.98
2025-09-21,Water Purifier,Appliances,West,B2B,5,319.24,1596.2,877.91,718.29
2025-09-21,Printer Paper,Stationery,Central,Retail,7,13.77,96.39,24.1,72.29
2025-09-21,Office Chair,Furniture,Central,Online,15,367.67,5515.05,3033.28,2481.77
2025-09-21,Monitor 27inch,Electronics,North,Retail,13,424.42,5517.46,3310.48,2206.98
2025-09-21,Water Purifier,Appliances,East,Online,14,232.72,3258.08,1791.94,1466.14
2025-09-21,Printer Paper,Stationery,South,B2B,22,9.45,207.9,51.98,155.92
2025-09-21,Headset Pro,Accessories,West,Online,2,123.53,247.06,118.59,128.47
2025-09-22,Mechanical Keyboard,Electronics,Central,B2B,6,96.03,576.18,288.09,288.09
2025-09-22,USB-C Hub,Electronics,South,Wholesale,14,69.1,967.4,435.33,532.07
2025-09-22,Standing Desk,Furniture,East,Wholesale,16,610.09,9761.44,5661.64,4099.8
2025-09-22,Laptop Pro,Electronics,West,B2B,6,1487.67,8926.02,5801.91,3124.11
2025-09-22,Webcam HD,Accessories,North,Wholesale,8,48.02,384.16,161.35,222.81
2025-09-23,Laptop Pro,Electronics,East,B2B,12,1112.46,13349.52,8677.19,4672.33
2025-09-23,Webcam HD,Accessories,South,Wholesale,2,80.03,160.06,67.23,92.83
2025-09-23,Webcam HD,Accessories,West,Retail,7,56.38,394.66,165.76,228.9
2025-09-23,Coffee Machine,Appliances,Central,Retail,20,194.06,3881.2,2018.22,1862.98
2025-09-23,Coffee Machine,Appliances,North,Online,10,167.99,1679.9,873.55,806.35
2025-09-23,Wireless Mouse,Electronics,West,Retail,23,30.94,711.62,284.65,426.97
2025-09-23,Printer Paper,Stationery,East,Online,14,16.09,225.26,56.31,168.95
2025-09-23,Wireless Mouse,Electronics,East,Online,19,31.0,589.0,235.6,353.4
2025-09-23,USB-C Hub,Electronics,South,B2B,1,25.85,25.85,11.63,14.22
2025-09-24,Wireless Mouse,Electronics,South,Online,16,25.84,413.44,165.38,248.06
2025-09-24,Water Purifier,Appliances,East,Online,14,213.14,2983.96,1641.18,1342.78
2025-09-24,Webcam HD,Accessories,South,Retail,23,100.49,2311.27,970.73,1340.54
2025-09-25,Coffee Machine,Appliances,East,Retail,14,126.9,1776.6,923.83,852.77
2025-09-25,Standing Desk,Furniture,East,Online,12,440.65,5287.8,3066.92,2220.88
2025-09-25,Notebook Pack,Stationery,North,Retail,10,14.52,145.2,43.56,101.64
2025-09-25,Standing Desk,Furniture,South,Retail,11,448.01,4928.11,2858.3,2069.81
2025-09-25,Notebook Pack,Stationery,South,B2B,5,16.06,80.3,24.09,56.21
2025-09-25,Whiteboard,Stationery,West,Online,12,69.92,839.04,335.62,503.42
2025-09-25,Desk Lamp,Furniture,Central,Online,2,23.25,46.5,16.27,30.23
2025-09-25,Headset Pro,Accessories,East,B2B,1,112.25,112.25,53.88,58.37
2025-09-26,Monitor 27inch,Electronics,North,Retail,6,250.1,1500.6,900.36,600.24
2025-09-26,Whiteboard,Stationery,Central,Retail,21,58.0,1218.0,487.2,730.8
2025-09-26,Wireless Mouse,Electronics,North,B2B,21,40.79,856.59,342.64,513.95
2025-09-26,Whiteboard,Stationery,South,Online,9,32.22,289.98,115.99,173.99
2025-09-26,Notebook Pack,Stationery,East,Wholesale,24,10.92,262.08,78.62,183.46
2025-09-26,USB-C Hub,Electronics,South,Retail,11,53.29,586.19,263.79,322.4
2025-09-27,Mechanical Keyboard,Electronics,East,B2B,4,75.72,302.88,151.44,151.44
2025-09-27,Notebook Pack,Stationery,South,Wholesale,21,11.15,234.15,70.25,163.9
2025-09-27,Whiteboard,Stationery,East,Wholesale,21,48.25,1013.25,405.3,607.95
2025-09-28,Headset Pro,Accessories,West,Retail,11,187.5,2062.5,990.0,1072.5
2025-09-28,Coffee Machine,Appliances,South,Wholesale,1,161.89,161.89,84.18,77.71
2025-09-28,Monitor 27inch,Electronics,Central,B2B,6,384.95,2309.7,1385.82,923.88
2025-09-28,Office Chair,Furniture,North,Retail,10,250.69,2506.9,1378.8,1128.1
2025-09-28,Monitor 27inch,Electronics,Central,Online,12,475.83,5709.96,3425.98,2283.98
2025-09-28,Webcam HD,Accessories,East,Online,14,67.23,941.22,395.31,545.91
2025-09-28,Printer Paper,Stationery,West,Wholesale,10,11.58,115.8,28.95,86.85
2025-09-29,USB-C Hub,Electronics,North,Wholesale,10,39.92,399.2,179.64,219.56
2025-09-29,Mechanical Keyboard,Electronics,West,Wholesale,20,70.69,1413.8,706.9,706.9
2025-09-29,Office Chair,Furniture,West,Retail,8,178.61,1428.88,785.88,643.0
2025-09-29,Webcam HD,Accessories,North,B2B,3,48.01,144.03,60.49,83.54
2025-09-29,USB-C Hub,Electronics,West,Retail,11,43.02,473.22,212.95,260.27
2025-09-29,Wireless Mouse,Electronics,East,Online,11,26.81,294.91,117.96,176.95
2025-09-29,Notebook Pack,Stationery,Central,B2B,6,6.4,38.4,11.52,26.88
2025-09-29,Mechanical Keyboard,Electronics,North,Wholesale,23,111.17,2556.91,1278.45,1278.46
2025-09-30,Mechanical Keyboard,Electronics,North,Wholesale,11,140.23,1542.53,771.26,771.27
2025-09-30,Laptop Pro,Electronics,West,Retail,9,805.92,7253.28,4714.63,2538.65
2025-09-30,Notebook Pack,Stationery,East,B2B,10,18.16,181.6,54.48,127.12
2025-09-30,Standing Desk,Furniture,Central,Wholesale,10,617.04,6170.4,3578.83,2591.57
2025-09-30,Wireless Mouse,Electronics,South,B2B,24,29.54,708.96,283.58,425.38
2025-09-30,Headset Pro,Accessories,Central,Retail,4,127.59,510.36,244.97,265.39
2025-10-01,Standing Desk,Furniture,West,Online,8,358.72,2869.76,1664.46,1205.3
2025-10-01,USB-C Hub,Electronics,West,B2B,8,66.53,532.24,239.51,292.73
2025-10-01,Webcam HD,Accessories,West,B2B,5,67.99,339.95,142.78,197.17
2025-10-01,Webcam HD,Accessories,West,Retail,3,95.53,286.59,120.37,166.22
2025-10-01,Headset Pro,Accessories,North,Wholesale,23,166.38,3826.74,1836.84,1989.9
2025-10-01,Mechanical Keyboard,Electronics,West,Online,20,148.29,2965.8,1482.9,1482.9
2025-10-01,Webcam HD,Accessories,South,B2B,7,114.94,804.58,337.92,466.66
2025-10-01,Coffee Machine,Appliances,East,Wholesale,12,107.74,1292.88,672.3,620.58
2025-10-01,Coffee Machine,Appliances,North,Wholesale,11,108.21,1190.31,618.96,571.35
2025-10-01,Headset Pro,Accessories,Central,Online,18,65.31,1175.58,564.28,611.3
2025-10-01,Desk Lamp,Furniture,North,Retail,15,55.83,837.45,293.11,544.34
2025-10-02,Mechanical Keyboard,Electronics,West,Online,10,76.27,762.7,381.35,381.35
2025-10-02,Whiteboard,Stationery,Central,Wholesale,21,39.81,836.01,334.4,501.61
2025-10-02,Water Purifier,Appliances,East,Wholesale,1,311.59,311.59,171.37,140.22
2025-10-02,Standing Desk,Furniture,Central,Retail,3,475.17,1425.51,826.8,598.71
2025-10-02,Office Chair,Furniture,South,Wholesale,18,365.87,6585.66,3622.11,2963.55
2025-10-02,Whiteboard,Stationery,South,Wholesale,1,52.12,52.12,20.85,31.27
2025-10-02,Wireless Mouse,Electronics,West,B2B,2,18.18,36.36,14.54,21.82
2025-10-02,USB-C Hub,Electronics,West,B2B,11,42.05,462.55,208.15,254.4
2025-10-02,Mechanical Keyboard,Electronics,Central,Wholesale,10,83.48,834.8,417.4,417.4
2025-10-03,Notebook Pack,Stationery,North,Retail,20,8.82,176.4,52.92,123.48
2025-10-03,Office Chair,Furniture,East,B2B,15,217.87,3268.05,1797.43,1470.62
2025-10-03,Water Purifier,Appliances,North,Online,9,282.79,2545.11,1399.81,1145.3
2025-10-03,Monitor 27inch,Electronics,East,B2B,22,407.1,8956.2,5373.72,3582.48
2025-10-03,Whiteboard,Stationery,West,B2B,23,55.21,1269.83,507.93,761.9
2025-10-03,Whiteboard,Stationery,South,B2B,14,52.41,733.74,293.5,440.24
2025-10-03,Monitor 27inch,Electronics,West,Retail,12,440.55,5286.6,3171.96,2114.64
2025-10-04,Whiteboard,Stationery,West,Retail,13,53.29,692.77,277.11,415.66
2025-10-04,Standing Desk,Furniture,West,Wholesale,20,535.66,10713.2,6213.66,4499.54
2025-10-04,Printer Paper,Stationery,East,Retail,6,17.01,102.06,25.52,76.54
2025-10-04,Headset Pro,Accessories,South,Retail,19,158.17,3005.23,1442.51,1562.72
2025-10-05,Mechanical Keyboard,Electronics,Central,Retail,20,66.45,1329.0,664.5,664.5
2025-10-05,Desk Lamp,Furniture,South,Retail,11,47.93,527.23,184.53,342.7
2025-10-05,Coffee Machine,Appliances,South,,1,183.59,183.59,95.47,88.12
2025-10-05,Mechanical Keyboard,Electronics,East,Retail,13,93.71,1218.23,609.12,609.11
2025-10-05,Water Purifier,Appliances,Central,Wholesale,15,198.09,2971.35,1634.24,1337.11
2025-10-06,Wireless Mouse,Electronics,South,Online,6,44.04,264.24,105.7,158.54
2025-10-06,Office Chair,Furniture,South,B2B,6,378.29,2269.74,1248.36,1021.38
2025-10-07,Whiteboard,Stationery,West,Retail,9,67.24,605.16,242.06,363.1
2025-10-07,Mechanical Keyboard,Electronics,South,Retail,10,109.5,1095.0,547.5,547.5
2025-10-07,Printer Paper,Stationery,North,Wholesale,18,21.55,387.9,96.97,290.93
2025-10-07,Wireless Mouse,Electronics,South,Wholesale,21,38.16,801.36,320.54,480.82
2025-10-07,Office Chair,Furniture,North,B2B,16,250.41,4006.56,2203.61,1802.95
2025-10-07,Printer Paper,Stationery,East,Retail,19,23.6,448.4,112.1,336.3
2025-10-07,Coffee Machine,Appliances,East,Retail,11,179.15,1970.65,1024.74,945.91
2025-10-07,Headset Pro,Accessories,South,Retail,23,75.36,1733.28,831.97,901.31
2025-10-07,Standing Desk,Furniture,Central,Retail,7,514.97,3604.79,2090.78,1514.01
2025-10-07,Notebook Pack,Stationery,South,Online,7,11.36,79.52,23.86,55.66
2025-10-08,Wireless Mouse,Electronics,Central,Online,5,20.45,102.25,40.9,61.35
2025-10-08,Coffee Machine,Appliances,Central,Online,10,248.44,2484.4,1291.89,1192.51
2025-10-08,Whiteboard,Stationery,East,Online,21,52.52,1102.92,441.17,661.75
2025-10-09,Coffee Machine,Appliances,Central,Online,1,156.66,156.66,81.46,75.2
2025-10-09,Mechanical Keyboard,Electronics,East,B2B,4,141.98,567.92,283.96,283.96
2025-10-09,Monitor 27inch,Electronics,East,B2B,22,369.82,8136.04,4881.62,3254.42
2025-10-09,USB-C Hub,Electronics,North,Wholesale,24,25.7,616.8,277.56,339.24
2025-10-09,Headset Pro,Accessories,Central,B2B,7,186.4,1304.8,626.3,678.5
2025-10-09,Whiteboard,Stationery,West,Wholesale,18,58.89,1060.02,424.01,636.01
2025-10-10,Office Chair,Furniture,West,Online,12,334.93,4019.16,2210.54,1808.62
2025-10-10,Desk Lamp,Furniture,South,Online,10,26.55,265.5,92.92,172.58
2025-10-10,Monitor 27inch,Electronics,East,Online,21,255.29,5361.09,3216.65,2144.44
2025-10-10,Wireless Mouse,Electronics,North,B2B,8,36.6,292.8,117.12,175.68
2025-10-10,Printer Paper,Stationery,North,Retail,13,16.75,217.75,54.44,163.31
2025-10-10,Wireless Mouse,Electronics,South,Retail,23,25.05,576.15,230.46,345.69
2025-10-10,Standing Desk,Furniture,South,B2B,24,591.39,14193.36,8232.15,5961.21
2025-10-10,Headset Pro,Accessories,Central,Wholesale,10,125.69,1256.9,603.31,653.59
2025-10-11,Printer Paper,Stationery,South,Wholesale,9,14.65,131.85,32.96,98.89
2025-10-11,Monitor 27inch,Electronics,West,Retail,8,306.53,2452.24,1471.34,980.9
2025-10-11,Wireless Mouse,Electronics,South,B2B,5,40.07,200.35,80.14,120.21
2025-10-11,Standing Desk,Furniture,East,Online,15,353.37,5300.55,3074.32,2226.23
2025-10-11,USB-C Hub,Electronics,North,Online,4,61.29,245.16,110.32,134.84
2025-10-11,Wireless Mouse,Electronics,West,Wholesale,23,23.31,536.13,214.45,321.68
2025-10-12,Headset Pro,Accessories,West,,20,83.71,1674.2,803.62,870.58
2025-10-12,Notebook Pack,Stationery,Central,Retail,24,9.19,220.56,66.17,154.39
2025-10-12,Webcam HD,Accessories,North,B2B,10,69.22,692.2,290.72,401.48
2025-10-12,Monitor 27inch,Electronics,North,B2B,13,414.04,5382.52,3229.51,2153.01
2025-10-12,Whiteboard,Stationery,East,Retail,14,48.57,679.98,271.99,407.99
2025-10-12,Laptop Pro,Electronics,East,Retail,24,1400.04,33600.96,21840.62,11760.34
2025-10-12,Standing Desk,Furniture,Central,Wholesale,6,335.38,2012.28,1167.12,845.16
2025-10-13,Wireless Mouse,Electronics,North,Retail,20,19.59,391.8,156.72,235.08
2025-10-13,Water Purifier,Appliances,South,B2B,20,262.53,5250.6,2887.83,2362.77
2025-10-13,Whiteboard,Stationery,West,B2B,7,71.93,503.51,201.4,302.11
2025-10-13,Printer Paper,Stationery,West,Retail,8,9.94,79.52,19.88,59.64
2025-10-13,Standing Desk,Furniture,Central,Wholesale,3,554.83,1664.49,965.4,699.09
2025-10-14,Laptop Pro,Electronics,West,B2B,4,954.87,3819.48,2482.66,1336.82
2025-10-14,Office Chair,Furniture,South,,2,289.96,579.92,318.96,260.96
2025-10-14,Mechanical Keyboard,Electronics,South,Online,14,112.66,1577.24,788.62,788.62
2025-10-15,USB-C Hub,Electronics,South,B2B,6,65.48,392.88,176.8,216.08
2025-10-15,Desk Lamp,Furniture,West,Wholesale,6,43.25,259.5,90.82,168.68
2025-10-15,Water Purifier,Appliances,Central,B2B,12,210.27,2523.24,1387.78,1135.46
2025-10-15,Mechanical Keyboard,Electronics,West,Retail,5,77.77,388.85,194.43,194.42
2025-10-15,Coffee Machine,Appliances,East,Wholesale,4,317.8,1271.2,661.02,610.18
2025-10-15,Webcam HD,Accessories,East,,21,93.36,1960.56,823.44,1137.12
2025-10-16,Standing Desk,Furniture,West,Wholesale,9,677.62,6098.58,3537.18,2561.4
2025-10-16,Notebook Pack,Stationery,East,Wholesale,10,18.88,188.8,56.64,132.16
2025-10-16,Webcam HD,Accessories,East,Online,11,56.24,618.64,259.83,358.81
2025-10-16,Laptop Pro,Electronics,North,Retail,8,1293.6,10348.8,6726.72,3622.08
2025-10-16,Coffee Machine,Appliances,South,,4,319.92,1279.68,665.43,614.25
2025-10-16,Whiteboard,Stationery,West,Retail,10,53.82,538.2,215.28,322.92
2025-10-16,Notebook Pack,Stationery,North,Online,21,10.85,227.85,68.35,159.5
2025-10-17,Printer Paper,Stationery,East,Retail,13,24.48,318.24,79.56,238.68
2025-10-17,Standing Desk,Furniture,West,Wholesale,6,612.65,3675.9,2132.02,1543.88
2025-10-17,Monitor 27inch,Electronics,Central,B2B,2,393.84,787.68,472.61,315.07
2025-10-18,Mechanical Keyboard,Electronics,Central,Wholesale,16,119.84,1917.44,958.72,958.72
2025-10-18,Water Purifier,Appliances,North,Online,3,225.69,677.07,372.39,304.68
2025-10-18,Desk Lamp,Furniture,South,Wholesale,23,53.68,1234.64,432.12,802.52
2025-10-18,Webcam HD,Accessories,South,B2B,22,88.63,1949.86,818.94,1130.92
2025-10-18,Standing Desk,Furniture,Central,Retail,13,647.08,8412.04,4878.98,3533.06
2025-10-18,Headset Pro,Accessories,West,Online,4,198.8,795.2,381.7,413.5
2025-10-18,Desk Lamp,Furniture,South,,14,42.44,594.16,207.96,386.2
2025-10-18,Webcam HD,Accessories,Central,Retail,21,52.29,1098.09,461.2,636.89
2025-10-18,Laptop Pro,Electronics,East,Retail,9,1444.19,12997.71,8448.51,4549.2
2025-10-19,Laptop Pro,Electronics,Central,B2B,22,1387.39,30522.58,19839.68,10682.9
2025-10-19,Office Chair,Furniture,East,Online,23,317.9,7311.7,4021.44,3290.26
2025-10-19,Mechanical Keyboard,Electronics,Central,Online,4,120.57,482.28,241.14,241.14
2025-10-19,Printer Paper,Stationery,West,Retail,2,19.31,38.62,9.65,28.97
2025-10-19,USB-C Hub,Electronics,East,Retail,9,38.57,347.13,156.21,190.92
2025-10-20,Desk Lamp,Furniture,North,Wholesale,20,23.02,460.4,161.14,299.26
2025-10-20,Coffee Machine,Appliances,West,Wholesale,15,204.74,3071.1,1596.97,1474.13
2025-10-20,Standing Desk,Furniture,South,B2B,20,477.35,9547.0,5537.26,4009.74
2025-10-20,Mechanical Keyboard,Electronics,East,B2B,1,108.54,108.54,54.27,54.27
2025-10-20,Laptop Pro,Electronics,Central,Online,15,904.04,13560.6,8814.39,4746.21
2025-10-20,Mechanical Keyboard,Electronics,Central,Retail,2,96.41,192.82,96.41,96.41
2025-10-21,Desk Lamp,Furniture,Central,Retail,1,42.39,42.39,14.84,27.55
2025-10-21,Standing Desk,Furniture,South,Wholesale,9,467.25,4205.25,2439.04,1766.21
2025-10-21,Headset Pro,Accessories,Central,Retail,6,101.98,611.88,293.7,318.18
2025-10-21,USB-C Hub,Electronics,Central,Online,24,57.16,1371.84,617.33,754.51
2025-10-21,Wireless Mouse,Electronics,North,Wholesale,4,15.5,62.0,24.8,37.2
2025-10-21,Notebook Pack,Stationery,Central,B2B,11,19.39,213.29,63.99,149.3
2025-10-21,Laptop Pro,Electronics,East,Online,17,874.7,14869.9,9665.43,5204.47
2025-10-21,Headset Pro,Accessories,West,Wholesale,10,191.75,1917.5,920.4,997.1
2025-10-21,Monitor 27inch,Electronics,North,B2B,22,490.06,10781.32,6468.79,4312.53
2025-10-22,Standing Desk,Furniture,Central,B2B,16,300.38,4806.08,2787.53,2018.55
2025-10-22,Coffee Machine,Appliances,South,Online,3,181.58,544.74,283.26,261.48
2025-10-22,Headset Pro,Accessories,East,,18,57.92,1042.56,500.43,542.13
2025-10-22,Notebook Pack,Stationery,East,B2B,5,8.78,43.9,13.17,30.73
2025-10-22,Mechanical Keyboard,Electronics,South,Retail,12,114.77,1377.24,688.62,688.62
2025-10-22,Laptop Pro,Electronics,East,B2B,17,1261.15,21439.55,13935.71,7503.84
2025-10-22,Coffee Machine,Appliances,Central,Wholesale,22,100.32,2207.04,1147.66,1059.38
2025-10-22,Monitor 27inch,Electronics,Central,Wholesale,12,336.75,4041.0,2424.6,1616.4
2025-10-22,Mechanical Keyboard,Electronics,West,Retail,22,131.15,2885.3,1442.65,1442.65
2025-10-22,USB-C Hub,Electronics,West,Retail,15,27.74,416.1,187.25,228.85
2025-10-23,Monitor 27inch,Electronics,South,B2B,16,408.2,6531.2,3918.72,2612.48
2025-10-23,Wireless Mouse,Electronics,East,B2B,23,41.26,948.98,379.59,569.39
2025-10-23,USB-C Hub,Electronics,North,Online,19,69.15,1313.85,591.23,722.62
2025-10-23,Printer Paper,Stationery,North,Wholesale,16,13.31,212.96,53.24,159.72
2025-10-23,USB-C Hub,Electronics,North,B2B,21,40.9,858.9,386.5,472.4
2025-10-23,Office Chair,Furniture,Central,B2B,18,315.88,5685.84,3127.21,2558.63
2025-10-23,Whiteboard,Stationery,West,Retail,5,79.82,399.1,159.64,239.46
2025-10-23,Printer Paper,Stationery,South,Wholesale,21,21.46,450.66,112.67,337.99
2025-10-24,Monitor 27inch,Electronics,West,Wholesale,13,252.8,3286.4,1971.84,1314.56
2025-10-24,Whiteboard,Stationery,West,Wholesale,6,47.55,285.3,114.12,171.18
2025-10-24,Laptop Pro,Electronics,West,Wholesale,15,1075.72,16135.8,10488.27,5647.53
2025-10-24,Desk Lamp,Furniture,North,Online,18,33.67,606.06,212.12,393.94
2025-10-24,Office Chair,Furniture,East,Online,12,163.46,1961.52,1078.84,882.68
2025-10-24,Notebook Pack,Stationery,South,B2B,16,9.98,159.68,47.9,111.78
2025-10-24,Standing Desk,Furniture,Central,Online,16,436.75,6988.0,4053.04,2934.96
2025-10-25,Water Purifier,Appliances,East,Retail,15,192.07,2881.05,1584.58,1296.47
2025-10-25,Standing Desk,Furniture,East,Retail,14,418.17,5854.38,3395.54,2458.84
2025-10-25,USB-C Hub,Electronics,East,Retail,11,33.8,371.8,167.31,204.49
2025-10-25,Office Chair,Furniture,South,B2B,17,389.13,6615.21,3638.37,2976.84
2025-10-25,Water Purifier,Appliances,North,B2B,12,367.53,4410.36,2425.7,1984.66
2025-10-25,USB-C Hub,Electronics,West,Wholesale,19,56.28,1069.32,481.19,588.13
2025-10-25,Headset Pro,Accessories,West,Online,3,53.09,159.27,76.45,82.82
2025-10-25,Mechanical Keyboard,Electronics,North,Wholesale,17,131.97,2243.49,1121.74,1121.75
2025-10-26,Mechanical Keyboard,Electronics,West,Retail,22,89.57,1970.54,985.27,985.27
2025-10-26,Desk Lamp,Furniture,Central,Retail,16,20.71,331.36,115.98,215.38
2025-10-26,Printer Paper,Stationery,West,Wholesale,21,20.62,433.02,108.25,324.77
2025-10-26,Notebook Pack,Stationery,North,Online,16,14.93,238.88,71.66,167.22
2025-10-26,Wireless Mouse,Electronics,Central,Online,13,27.85,362.05,144.82,217.23
2025-10-26,USB-C Hub,Electronics,North,Retail,8,46.6,372.8,167.76,205.04
2025-10-27,Laptop Pro,Electronics,West,B2B,7,1212.08,8484.56,5514.96,2969.6
2025-10-27,Headset Pro,Accessories,South,B2B,5,196.02,980.1,470.45,509.65
2025-10-27,Printer Paper,Stationery,South,B2B,16,16.26,260.16,65.04,195.12
2025-10-27,Laptop Pro,Electronics,West,Wholesale,13,1283.86,16690.18,10848.62,5841.56
2025-10-27,Desk Lamp,Furniture,Central,Retail,14,31.68,443.52,155.23,288.29
2025-10-27,Water Purifier,Appliances,North,B2B,6,289.12,1734.72,954.1,780.62
2025-10-28,USB-C Hub,Electronics,West,B2B,16,47.18,754.88,339.7,415.18
2025-10-28,USB-C Hub,Electronics,East,B2B,5,65.07,325.35,146.41,178.94
2025-10-28,Headset Pro,Accessories,Central,B2B,18,140.29,2525.22,1212.11,1313.11
2025-10-28,Mechanical Keyboard,Electronics,East,Retail,21,141.22,2965.62,1482.81,1482.81
2025-10-29,Monitor 27inch,Electronics,Central,Wholesale,12,490.16,5881.92,3529.15,2352.77
2025-10-29,Printer Paper,Stationery,East,Online,7,24.36,170.52,42.63,127.89
2025-10-29,USB-C Hub,Electronics,East,Online,18,63.42,1141.56,513.7,627.86
2025-10-29,Office Chair,Furniture,South,Wholesale,5,288.52,1442.6,793.43,649.17
2025-10-29,Monitor 27inch,Electronics,North,B2B,9,383.91,3455.19,2073.11,1382.08
2025-10-29,Printer Paper,Stationery,Central,Online,11,8.47,93.17,23.29,69.88
2025-10-30,Printer Paper,Stationery,North,Retail,2,19.22,38.44,9.61,28.83
2025-10-30,Webcam HD,Accessories,East,Retail,8,94.22,753.76,316.58,437.18
2025-10-30,Water Purifier,Appliances,North,Online,10,311.46,3114.6,1713.03,1401.57
2025-10-30,Desk Lamp,Furniture,North,Retail,20,55.29,1105.8,387.03,718.77
2025-10-31,Coffee Machine,Appliances,East,B2B,2,165.99,331.98,172.63,159.35
2025-10-31,Printer Paper,Stationery,West,Retail,19,14.13,268.47,67.12,201.35
2025-10-31,Coffee Machine,Appliances,West,Online,18,271.82,4892.76,2544.24,2348.52
2025-10-31,USB-C Hub,Electronics,North,Online,6,73.94,443.64,199.64,244.0
2025-10-31,Laptop Pro,Electronics,West,Online,20,975.69,19513.8,12683.97,6829.83
2025-10-31,Standing Desk,Furniture,North,Retail,22,490.74,10796.28,6261.84,4534.44
2025-10-31,Office Chair,Furniture,North,Retail,24,336.35,8072.4,4439.82,3632.58
2025-11-01,Notebook Pack,Stationery,Central,Online,29,9.77,283.33,85.0,198.33
2025-11-01,Whiteboard,Stationery,East,Wholesale,2,68.64,137.28,54.91,82.37
2025-11-01,Headset Pro,Accessories,South,Retail,2,51.64,103.28,49.57,53.71
2025-11-01,Monitor 27inch,Electronics,East,Online,18,436.81,7862.58,4717.55,3145.03
2025-11-01,Notebook Pack,Stationery,North,Retail,25,8.85,221.25,66.38,154.87
2025-11-01,Standing Desk,Furniture,East,Online,18,596.13,10730.34,6223.6,4506.74
2025-11-02,Laptop Pro,Electronics,South,Online,33,1292.11,42639.63,27715.76,14923.87
2025-11-02,Water Purifier,Appliances,Central,B2B,8,210.51,1684.08,926.24,757.84
2025-11-02,Webcam HD,Accessories,South,Wholesale,26,67.08,1744.08,732.51,1011.57
2025-11-02,USB-C Hub,Electronics,North,B2B,8,31.58,252.64,113.69,138.95
2025-11-02,Monitor 27inch,Electronics,North,Online,21,353.42,7421.82,4453.09,2968.73
2025-11-02,Printer Paper,Stationery,North,Retail,14,24.63,344.82,86.2,258.62
2025-11-02,Mechanical Keyboard,Electronics,Central,Online,19,94.63,1797.97,898.99,898.98
2025-11-02,Webcam HD,Accessories,Central,Wholesale,14,75.93,1063.02,446.47,616.55
2025-11-02,USB-C Hub,Electronics,South,Online,33,52.42,1729.86,778.44,951.42
2025-11-02,Desk Lamp,Furniture,North,Wholesale,5,34.86,174.3,61.01,113.29
2025-11-03,Monitor 27inch,Electronics,North,B2B,7,437.7,3063.9,1838.34,1225.56
2025-11-03,Webcam HD,Accessories,Central,Online,32,49.05,1569.6,659.23,910.37
2025-11-03,Coffee Machine,Appliances,West,B2B,2,301.82,603.64,313.89,289.75
2025-11-03,USB-C Hub,Electronics,North,Wholesale,32,51.36,1643.52,739.58,903.94
2025-11-03,Office Chair,Furniture,West,Wholesale,5,242.26,1211.3,666.22,545.08
2025-11-03,Wireless Mouse,Electronics,East,Wholesale,32,31.06,993.92,397.57,596.35
2025-11-03,USB-C Hub,Electronics,West,Wholesale,1,33.13,33.13,14.91,18.22
2025-11-04,Wireless Mouse,Electronics,South,Retail,16,32.15,514.4,205.76,308.64
2025-11-04,Whiteboard,Stationery,South,Wholesale,7,43.28,302.96,121.18,181.78
2025-11-04,Whiteboard,Stationery,Central,Online,32,35.79,1145.28,458.11,687.17
2025-11-04,USB-C Hub,Electronics,East,Online,18,63.1,1135.8,511.11,624.69
2025-11-04,Webcam HD,Accessories,North,Online,15,92.02,1380.3,579.73,800.57
